title,authors,year,doi,type,source,abstract,openalex_id,open_access
"Is working from home the new workplace panacea? Lessons from the COVID-19 pandemic for the future world of work","Jeremias J. de Klerk, Mandi Joubert, Hendrikjan F. Mosca","2021","https://doi.org/10.4102/sajip.v47i0.1883","article","SA Journal of Industrial Psychology","Orientation: The COVID-19 pandemic has forced millions of employees to work from home as governments implemented lockdowns. Research purpose: This study examined the impact of working exclusively from home on employee engagement and experience, and determined beneficial and distracting factors. Motivation for the study: Remote working trends have risen steeply since the onset of COVID-19 and are unlikely to taper off soon. Organisations need to understand the impact of remote work when reconsidering working arrangements. Research approach/design and method: A dual-approach qualitative design was followed. The sample comprised 25 employees ( N = 25) who were forced to work exclusively from home during COVID-19. Data were collected through semi-structured interviews. Main findings: Working from home for protracted periods rendered paradoxical outcomes. Employees could work effectively with improved employee engagement and experience, but there were challenges rendering adverse effects. The experienced benefits of working from home created expectations that this practice would continue in future, along with some office work. Practical/managerial implications: Organisations need to continue, though not exclusively, with work-from-home arrangements. The ideal ratio of remote work to office work was seen as two to three days per week. However, support and cultural practices would have to be put in place. Contribution/value-add: The COVID-19 lockdown provided a unique environment to study remote work. For the first time, employees and organisations were placed in a situation where they could experience working from home in a stark and compulsory form, devoid of idealistic fantasies or romanticism.","https://openalex.org/W3182831776","yes"
"The future of work: How innovation and digitalization re-shape the workplace","Sascha Kraus, Alberto Ferraris, Alberto Bertello","2023","https://doi.org/10.1016/j.jik.2023.100438","article","Journal of Innovation & Knowledge","Research into the ""future of work"" has become a central concern of scientists, experts and political decision-makers. This special issue addresses this topic and brings together 14 contributions from the fields of business and management. These articles offer new perspectives on the broad scientific landscape surrounding the future of work. The accepted manuscripts are organized into four primary research areas (remote and hybrid work, digital technologies and organizational practices, sustainable human resource management, and the future of organizations, sectors, and labor markets) and six thematic areas (organizational capabilities and culture, organizational performance, individual features, knowledge management, the dark sides of digitalization, and policy implications). The resulting framework serves as the basis for identifying illustrative research questions to guide future research on the future of work.","https://openalex.org/W4386501100","yes"
"Eurofound’s Reference Framework: Sustainable work over the life course in the EU","Franz F. Eiffe","2021","https://doi.org/10.46364/ejwi.v6i1.805","article","European Journal of Workplace Innovation","Demographic change has triggered policy debates and responses across Europe. The need of keeping workers in employment longer is a consequence that requires rethinking new solutions for working conditions and career paths helping workers to retain their physical and mental health – as well as motivation and productivity – throughout an extended working life. Eurofound has titled the broad goal set out by this statement as ‘making work sustainable over the life course’. Identifying and analysing the factors and actions underpinning sustainable work throughout working life has been a research priority for Eurofound since 2013. In this article, the Eurofound reference framework of sustainable work is introduced and its components are discussed. In a first step, the rather expansive concept of sustainable work was illuminated by a framework that explains our approach and that has been used as reference point for a range of Eurofound research projects examining different aspects of sustainable work. Section 2 presents sustainable work outcome indicators on the societal and the individual level and provides some reflections of how those can be used jointly to map overall beneficial work environments for sustainable work. Section 3 investigates contextual factors such as infrastructures, workplace practices and job quality. The specific role of motivation is highlighted in section 4 based on empirical analysis. The paper closes with some conclusions and a policy outlook.","https://openalex.org/W3134755388","yes"
"Telework: A Social and Emotional Perspective of the Impact on Employees’ Wellbeing in the COVID-19 Pandemic","Monica Aureliana Petcu, Maria Iulia Sobolevschi-David, Raluca Florentina Creţu et al.","2023","https://doi.org/10.3390/ijerph20031811","article","International Journal of Environmental Research and Public Health","The COVID-19 pandemic gives us the largest telework experiment ever conducted globally, that will most likely leave visible and lasting marks on the organization of the labor market in the future. The purpose of this approach is to investigate the wellbeing from the social and emotional perspective of the individual, considering relevant relational communication, emotional dimension, work intensity, organization, autonomy and work-life balance, customized in the context of teleworking. The information was collected using a semi-structured questionnaire. The wellbeing assessment was performed based on the correlation analysis and the regression analysis. The results of the studies reveal that the existence of adequate communication and work-life balance ensure the wellbeing of telework employees, while the increase in work intensity degrades it. Furthermore, good communication moderates the relationship between organizational skills and wellbeing. The comparative analysis of wellbeing in relation to the explanatory variables considered by including the gender and age perspective reveals the existence of different configurations, with specific signs and statistical meanings.","https://openalex.org/W4317510125","yes"
"Job crafting and sustainable work performance: A systematic literature review","Zoltán Rózsa, Andrea Folvarčná, Jakub Holúbek et al.","2023","https://doi.org/10.24136/eq.2023.023","article","Equilibrium Quarterly Journal of Economics and Economic Policy","Research background: Job crafting based on individual initiative represents a new form of work design, supporting stability in increasing work performance. In many cases, this method proves to be an effective way of increasing employees' work engagement, mainly because of the mediated autonomy in their work performance and the greater meaningfulness that results from it. The basis of job crafting is employee support, which initiates working behavior focused on proactivity in creating and adapting work to the subjective requirements of the employee's individuality. The available literature highlights various approaches that mediate individual topics, with which companies try to stimulate employee behavior, the expected result of which is job crafting, which leads to an increase in work performance. Purpose of the article: The goal of the study is to identify current research directions in the field of job crafting, specifically in relation to increasing work performance. Methods: The Web of Science database was used to identify the main directions of research in the relevant literature. Research was directed at peer-reviewed articles published in journals indexed in SSCI as Q1 and Q2. The resulting number of articles was identified based on the PRISMA selection method. Findings &amp; value added: By analyzing the literary sources, we have identified 4 important research topics that the authors of the scientific articles addressed. The most widespread topic was work engagement and its influence on job crafting. In the second topic, the authors addressed the issue of how job crafting supports the meaningfulness of work. The third research topic that the authors addressed was job crafting as a factor of employee autonomy. The fourth theme identified was the influence of leadership and management support on job-crafting behavior. The paper offers the reader a systematic and clear list of available quality resources that can help them in their personal research related to job crafting and work performance. In addition, the results of our research may be useful for companies trying to improve the work performance of their employees.","https://openalex.org/W4387739215","yes"
"The future of remote work in Japan: Covid-19’s implications for international human resource management","Hitoshi Iwashita","2021","https://doi.org/10.15678/eber.2021.090401","article","Entrepreneurial Business and Economics Review","Objective: The objective of this article is to elaborate how the form of remote work can be hindered in an institutional cultural context in non-Western countries. Research&nbsp;Design&nbsp;&amp;&nbsp;Methods: The article adopts data collection based on public report and news release in reference to the current academic literature of human resource management. Findings: The article finds that the institutional contexts of non-Western countries, unlike those of Western countries, may hinder or limit remote work because of a poor fit between remote work and human resource management (HRM). The article reveals that the cultural context of non-Western countries, such as Japan, may hinder remote work because of collectivism, high context, high power distance, and high uncertainty avoidance. Implications&nbsp;&amp;&nbsp;Recommendations: The article implicates a possible diversity of how remote work can be implemented in relation to the institutional and cultural contexts of both Western and non-Western countries, such as Japan. Contribution&nbsp;&amp;&nbsp;Value&nbsp;Added: The article contributes to future international human resource management by showing that there are some institutional and cultural hindrances to remote work in certain countries. The text contributes to future international business and human resource management by showing that other non-Western countries may have similar problems in terms of the execution of remote work due to contexts that are different institutional and cultural from Western examples.","https://openalex.org/W3216907257","yes"
"Public Service in Canada post‐COVID‐19 pandemic: Transitioning to hybrid work and its implementation challenges","Maria Gintova","2024","https://doi.org/10.1111/capa.12550","article","Canadian Public Administration","Abstract The impact of the COVID‐19 on the nature of work cannot be overstated. In Canada, following the largest and quickest transition to remote work ever, a significant number of public servants found themselves working from home for most of 2020 and 2021. As governments come out of the pandemic, they begin transitioning to hybrid work arrangements. This article analyzes attitudes and perspectives of public servants in the Public Service of Canada on return to office and transitioning to hybrid work. It also discusses how these can inform research and practice in Canadian public administration.","https://openalex.org/W4391388071","yes"
"The new normal of remote work: exploring individual and organizational factors affecting work-related outcomes and well-being in academia","Vincenza Capone, Giovanni Schettino, Leda Marino et al.","2024","https://doi.org/10.3389/fpsyg.2024.1340094","article","Frontiers in Psychology","Background: Flexible work arrangements have become increasingly popular, driven by the widespread adoption of digital technologies in the workplace because of the pandemic. However, there is a scarcity of studies concerning remote work, especially related to technical-administrative staff (TAS) in academia. Therefore, the current study, adopting the Job Demands-Resources model, aimed to investigate the relationships between remote working self-efficacy, organizational support, techno-complexity, mental well-being, and job performance among TAS during remote working. Methods: A total of 373 individuals from TAS of a large Italian university participated in this study by completing a self-report questionnaire. Results: The findings showed positive and significant relationships between remote self-efficacy and job satisfaction as well as between such a perceived efficacy and mental well-being. Perceived support from supervisors acted as a protective factor against techno-complexity. In contrast, perceived support from colleagues emerged as able to promote well-being and job satisfaction. In addition, the latter was positively associated with well-being. Finally, individual job performance was positively affected by job satisfaction and negatively by techno-complexity. Conclusion: This study highlights the need for interventions to support TAS in remote working environments by leveraging employees' self-efficacy as a key factor in reducing stress related to new technologies as well as enhancing well-being, job satisfaction, and, in turn, their performance.","https://openalex.org/W4391751462","yes"
"Performance management practices in remote and hybrid work environments: An exploratory study","Calvin Mabaso, Natalie Manuel","2024","https://doi.org/10.4102/sajip.v50i0.2202","article","SA Journal of Industrial Psychology","Orientation: The coronavirus disease 2019 (COVID-19) pandemic and the resulting lockdowns have significantly impacted the work environment, increasing remote and hybrid work practices. This shift has posed challenges for managers and employees as they adapt to new working methods, impacting employee performance management in hybrid settings.Research purpose: The study explored how managers have adapted their performance management methods in remote and hybrid work environments. It also sought to understand remote employees’ experiences with performance management practices.Motivation for the study: There is limited research on evaluating employee performance in hybrid work environments. This research identified this gap and explored how managers can best support employees’ performance while working remotely.Research approach/design and method: The study used an interpretivist and qualitative approaches. A purposive sampling technique selected 18 participants, and data were collected through semi-structured interviews following a phenomenology research strategy.Main findings: Key themes included continuous performance communication, team deliverable meetings, the importance of face-to-face engagements, clarity on performance expectations, trust, and well-being. Managers and employees used one-on-one and team sessions to track deliverables, discuss work challenges, and communicate performance expectations. Clearly defined performance expectations are crucial in hybrid and remote settings.Practical/managerial implications: The study highlighted the effects of hybrid work on interpersonal relationships and emphasised the need for managers to adapt performance management practices to ensure consistent standards for all employees, regardless of location.Contribution/value-add: The findings can inform the development of performance management guidelines tailored to remote and hybrid work, helping managers enhance their effectiveness and create positive employee experiences.","https://openalex.org/W4401783402","yes"
"THE IMPLICATIONS OF REMOTE WORK: AN ANALYSIS OF NIGERIA AND THE USA","Ese Eigbadon Oshioste, Michael Oifoghe Eigbadon, Tochukwu Chinwuba Nwankwo et al.","2023","https://doi.org/10.26480/svs.01.2023.04.12","article","Social Values and Society","In the digital era, remote work has rapidly expanded, leading to important economic changes. This study delves into the complex effects of remote work on several economic components such as productivity, cost-effectiveness, employment prospects, and work-life equilibrium. It discusses both the advantages and the complexities involved in remote work, with consideration for elements such as technological progression, corporate tactics, and the influence of worldwide incidents like the COVID-19 pandemic. This research illuminates the economic outcomes of remote work in both advanced and emerging markets, particularly focusing on Nigeria and the USA, through an in-depth review of existing scholarly work. The research indicates that remote work can improve efficiency, lower running expenses, and stimulate job creation. Additionally, it affords employees more flexibility, enhances the balance between work and personal life, and facilitates labor market participation without geographic limitations. Nevertheless, to fully exploit the economic gains of remote work, issues related to communication, coordination, and social isolation must be appropriately addressed. This research underscores the necessity of policy initiatives, business strategies, and technological evolution to augment the economic benefits of remote work and mitigate its drawbacks. By comprehending the economic ramifications of remote work, policymakers, companies, and individuals are better equipped to utilize its potential for economic expansion, resilience, and enhanced living standards.","https://openalex.org/W4390751960","yes"
"The interplay of workplace satisfaction, activity support, and productivity support in the hybrid work context","Lisanne Bergefurt, Peter Friso van den Boogert, Rianne Appel‐Meulenbroek et al.","2024","https://doi.org/10.1016/j.buildenv.2024.111729","article","Building and Environment","Since the COVID-19 pandemic, more employees started to work (partially) from home. As a consequence, there is a new need to find a balance between working from home and at the office, and to optimize both workplaces to support employees’ work activities and perceived productivity. This study aims to gain insights into relationships between satisfaction with physical workplace features, perceived activity support, and productivity support in a hybrid working context. Leesman data (N=57,286), collected between March 2020 and May 2021, was used to perform a path analysis, which allows to simultaneously analyse multiple relationships. Findings suggest that the experience and the support of the work environment (either the home or the office) to perform a specific task influences employees’ location decisions. As both the perceived support of concentrative and collaborative activities at home and at the office relate to higher perceived productivity, organizations are recommended to redesign parts of the office environment to support both types of work activities.","https://openalex.org/W4399390447","yes"
"Resilient supply chains and sustainability for digital transformation in Remote Work","Ifeoluwa Elemure, Elizabeth A. Adeola, Adeyinka G. Ologun et al.","2025","https://doi.org/10.30574/ijsra.2025.16.2.2470","article","International Journal of Science and Research Archive","This study examines the sustainability of remote and hybrid work models by assessing their impact on organizational culture, employee engagement, leadership practices, and productivity. As businesses transition to flexible work environments, understanding their long-term viability is essential for economic and social sustainability. Using a mixed-methods approach, we surveyed 300 employees across multiple industries and conducted 20 in-depth interviews with organizational leaders. Quantitative analysis revealed a 60% increase in productivity due to reduced commuting and flexible scheduling. However, 30% of employees reported work-life balance challenges, and 45% experienced social isolation, which negatively impacted engagement. Leadership practices shifted significantly, with 85% of leaders emphasizing digital communication proficiency as a key skill. Hybrid work models demonstrated a 5-10% higher efficiency in leadership, engagement, and productivity compared to fully remote setups. However, 40% of employees struggled with a sense of belonging in virtual settings, raising concerns about long-term cultural cohesion. Our mathematical models quantify engagement, leadership efficiency, and hybrid work sustainability, with productivity measurements showing a ±5% error margin due to variable home-work conditions. These findings offer actionable insights for businesses that strike a balance between flexibility, inclusivity, and performance in sustainable workforce management, aligning with the United Nations Sustainable Development Goals (SDGs) on decent work and economic growth.","https://openalex.org/W4413797129","yes"
"Happiness Is ‘Being Yourself’: Psychological Safety and Fun in Hybrid Work","Barbara Plester, Rhiannon Lloyd","2023","https://doi.org/10.3390/admsci13100218","article","Administrative Sciences","Our long-term research project is concerned with fun and humour at work and the impacts on employee happiness and well-being. In this study, we explore the relationship between workplace fun and psychological safety and their implications for a positive work context. Our research problem investigates two key questions: How do the experiences of psychological safety and fun at work intersect in hybrid work conditions? What are the implications for positive workplace relations? We present qualitative empirical data from our in-depth, ethnographic engagement in two corporate companies. Both companies recently transitioned to hybrid work modes, providing a relevant and contemporary context for our study. Our findings are generated from our structured, thematic analysis, eliciting themes of risk during transitions, unsafe fun, safety to be yourself, and leadership implications. These themes are discussed in relation to the extant literature, and we extend both fun and psychological safety theory by identifying a circular relationship between both constructs specifically related to the modern form of hybrid work. Implications are identified along with the potential for future research.","https://openalex.org/W4387578679","yes"
"Working from home during COVID-19 crisis: a cyber security culture assessment survey","Anna Georgiadou, Spiros Mouzakitis, Dimitris Askounis","2021","https://doi.org/10.1057/s41284-021-00286-2","article","Security Journal","","https://openalex.org/W3033923639","yes"
"Supporting Knowledge Workers’ Health and Well-Being in the Post-Lockdown Era","Tatiana Harkiolakis, Marcos Komodromos","2023","https://doi.org/10.3390/admsci13020049","article","Administrative Sciences","The specific problem is that knowledge workers experience high levels of stress and burnout in their professional lives, a trend that increased due to the transition to remote work during the COVID-19 pandemic. This integrative literature review addresses this problem by answering the following research questions: (1) How can working in the post-lockdown era allow greater well-being, job satisfaction, and job security to abide?; and (2) How can mental capital be increased in the 21st century to ensure maximum health and positive well-being in the future employment arena and on a global scale? This review contributes to the literature on worker health and wellbeing, hybrid work arrangements, and knowledge workers’ professional experiences. The findings suggest that knowledge workers can only thrive in a hybrid work environment if organizations take an empathetic approach to manage these workers and give them sufficient autonomy and flexibility in determining their work conditions, in addition to ample opportunities for social interaction and professional advancement.","https://openalex.org/W4319597899","yes"
"Workplace Flexibility for Sustainable Career Satisfaction: Case of Handling in the Aviation Sector in North Cyprus","Huseyin Karsili, Mehmet Yeşiltaş, Ayşen Berberoğlu","2021","https://doi.org/10.3390/su13126878","article","Sustainability","The purpose of this research was to find out how workplace flexibility affects the employees’ flexibility in order to increase their career satisfaction while reducing their workplace stress with the mediating role of goal orientation. Employees need workplace flexibility to develop a better sustainable career. In doing so, the relationship between workplace flexibility and career satisfaction can be affected by two different factors. One of them is job stress, which can be a mediating factor, and the second is goal orientation, which in this study was considered as a moderator between two variables. For this research, a quantitative research method was applied, and a survey was distributed to 216 respondents, namely, everyone working in handling in a single aviation sector of North Cyprus, to obtain better and clearer results from the respondents. A pilot test was completed and data were collected face-to-face in order to observe the reaction of respondents to develop better results and reduce any mistakes that could arise by answering the questionnaire. Moreover, in order to test the reliability of questionnaires, a pilot test was completed with 14% of the respondents and the results were evaluated by examining Cronbach’s alpha. Job stress is a negative term; therefore, surprisingly, there was a positive correlation between workplace flexibility and job stress in the findings. The results were discussed and specifically analyzed with the literature review. Findings of the article clarify that workplace flexibility, along with goal orientation, is expected to positively contribute to the sustainable career satisfaction of employees in the handling sector. This research will make an important contribution to the existing literature pertaining to flexible arrangements in the workplace, sustainable career satisfaction, job stress, and goal orientation, and will contribute to further theories in this field.","https://openalex.org/W3176794592","yes"
"Hybrid Models for Remote Work Practices in The Post Pandemic Era: Prospects and Challenges","Rumbidzai Katsande, Nadia Farhana, Anjali Devi","2022","https://doi.org/10.6007/ijarbss/v12-i11/15582","article","International Journal of Academic Research in Business and Social Sciences","Remote work has gained greater importance in the past three years globally, with more organisations resorting to hybrid models for remote work practices. Much of the growing interest stems from the imposed movement restrictions by lockdowns, quarantines and selfimposed isolations that remote work has become key actor in re-designing workplaces, technology, human capital management, and work policies. The hybrid models have their own financial implications and legal dimension. The purpose of the paper was to redefine Human Resource Management policies and practices in order to harness productive employee engagement using the hybrid model in the post pandemic era. The paper examined specific policy frameworks that governed work models prior to the pandemic and presented on how organisations and their labour administration systems adapted to prospects and challenges brought by the pandemic. The paper proposed strategic re-engineering and strengthening of labour administration systems to regulate the employer and employee relationships in hybrid models for remote work practices in the post pandemic era. A participatory approach adopted combined presentations by experts and case studies. The paper further presented findings and recommendations on intervention strategies on labour administration systems and human resource management policies that were needed to effectively encompass the hybrid remote work models in the post pandemic era. The paper also recommended on initiatives to be adopted to improve and enhance the hybrid models for remote work practices.","https://openalex.org/W4308717989","yes"
"The impact of telework on organisational performance, behaviour, and culture: evidence from business services industry based on employees’ perceptions","Chirața Caraiani, Camelia Iuliana Lungu, Cornelia Dascălu et al.","2022","https://doi.org/10.1080/1331677x.2022.2142815","article","Economic Research-Ekonomska Istraživanja","The future of work is being redesigned by the world’s largest telework experiment as a consequence of the global pandemic. The research objective was to analyse and debate actual organisational needs in terms of telework and its implications for organisational performance, behaviour, and culture within the context of digital technology. This article challenges the results of previous research on factors related to telework and its outcomes, contributing to the literature through an advanced analysis of employees’ perceptions, for the Business Services industry. Quantitative research is conducted based on a questionnaire. The research hypotheses were tested through Kruskal–Wallis test, Spearman’s correlations, and linear regression, complemented by robustness tests. Findings indicate that the business professionals with pre-pandemic telework experience assigned a higher importance to all organisational dimensions, as compared with the employees having pandemic telework experience, only. The results also show significant relationships between telework and the organisational dimensions, with positive impact for factors contributing to achieving goals while teleworking. The results are mixed in the case of negative factors affecting telework, with a positive impact on organisational performance, and a negative impact on organisational behaviour. Significant changes were found when the digital technology dimension was considered.","https://openalex.org/W4309075691","yes"
"Employee Well-being, Remote Work, and Productivity in Hybrid Work Models","Abubakar S. Sulaiman, Idibia Lawrence Onah","2025","https://doi.org/10.70382/ajbdmr.v10i7.055","article","Journal of Business Development and Management Research","The global shift to remote work that began in 2020 marked an abrupt break from long-standing workplace norms, accelerating large-scale adoption of remote and hybrid models. This paper explores how these arrangements influenced employee productivity and engagement between 2021 and 2024, a period when many organizations aimed to stabilize operations after extended workplace disruptions. Using large-sample quantitative surveys complemented by detailed qualitative interviews across eight industries from manufacturing to creative sectors the study maps this transition. Findings indicate that most participants either sustained or improved their output when working from home, with particularly strong results in technology, finance, and media roles. Engagement followed a similar trajectory, peaking in hybrid settings where occasional in-person interaction helped refresh team cohesion. Nonetheless, several persistent challenges emerged: weakened avenues for informal communication, feelings of social detachment, and waning intrinsic motivation affected nearly half of respondents. External reports from Gallup, McKinsey, Buffer, Owl Labs, and Microsoft align with these outcomes, forming a consistent picture of evolving organisational dynamics. Overall, the evidence shows that remote work boosts productivity and engagement when supported by clear policies, reliable digital tools, and sustained managerial guidance.","https://openalex.org/W4417258476","yes"
"Impact of space utilization and work time flexibility on energy performance of office buildings","Alireza Norouziasas, Shady Attia, Mohamed Hamdy","2024","https://doi.org/10.1016/j.jobe.2024.111032","article","Journal of Building Engineering","This study investigates the impact of different space utilization on energy use intensity, heating load, cooling load, and thermal comfort of occupants using a combination of empirical data gathering and simulation-based studies. The increasing worldwide preoccupation with energy consumption and environmental sustainability has led to increased attention on optimizing interior spaces to mitigate total energy demand. The considered case study for conducting this research was the Norwegian living lab namely Zero Emission Building (ZEB) Flexible Lab in Trondheim, Norway. In this study, 10 different scenarios of occupancy schedules based on flexible arrangements from standard workweeks to extensive remote work configurations were designed and analyzed using IDA ICE 5.0. The findings demonstrate significant reductions in energy use across scenarios with increased teleworking and compressed work weeks. The remote scenario achieved the most significant decrease in Energy Use Intensity (EUI), with a reduction of 46% compared to the base case. Similarly, the implementation of flexible hours and remote working in scenarios resulted in a reduction of electric heating demand by up to 23%, underscoring the potential of occupancy-based strategies in enhancing building energy efficiency. However, uncomfortable hours increased by 59% in the 2-day remote working scenario compared to the base case, demonstrating the need to consider climate conditions when implementing remote work. The research offers valuable insights into the complex connections between flexible arrangements and energy efficiency, considering many elements such as occupancy schedule and use dynamics. This article offers a comprehensive analysis that may give architects, building managers, and policymakers valuable insights. This study contributes to the developing sustainable architecture by emphasizing the impact of dynamic occupancy on the energy performance of office buildings. • Comparison of remote work and occupancy scenarios on office thermal performance. • Flexible hours and remote work reduced electric heating demand by up to 23%. • Remote work scenarios and compressed work weeks significant decrease in EUI by 46%. • Flexible space utilization has a promising effect on energy performance of buildings.","https://openalex.org/W4403325193","yes"
"Career Sustainability: Framing the Past to Adapt in the Present for a Sustainable Future","Linda Schweitzer, Seán Lyons, Chelsie J. Smith","2023","https://doi.org/10.3390/su151511800","article","Sustainability","The emerging literature concerning sustainable careers posits that career development is an adaptive and dynamic process of creating person–career fit, in pursuit of a career that is happy, healthy, and productive. Our goal is to advance this literature by delving deeper into the intrapersonal processes involved in constructing career sustainability—which involves meeting one’s needs in the present without sacrificing one’s needs in the future—and clarifying the role of time in this process. We articulate a fundamentally subjective, intrapersonal process of enacting career sustainability that draws upon career construction theory, prospective and adaptive sensemaking, conservation of resources theory, and career adaptability to articulate how individuals reflect, frame, envision, re-frame, and ultimately, adapt to effect and maintain their career sustainability over time. This expansion brings added conceptual depth to earlier sustainable careers models by situating the career firmly within the agency of the career actor and articulating how this process unfolds with specific recognition of the past, present, and future. Educators, career counselors, HR representatives, and community organizations are called upon to promote and support career sustainability and support individuals through this dynamic and adaptive process.","https://openalex.org/W4385455318","yes"
"Employment and Teleworking in the Argentine Tourism Sector: a Case Study Based on the COVID-19 Pandemic","Natalia Porto, Pablo de la Vega","2023","https://doi.org/10.1007/s13132-023-01239-3","article","Journal of the Knowledge Economy","","https://openalex.org/W4375866218","yes"
"Teleworking and work-family balance in public educational institutions","Marine Mateus Costa, Antônio Alves Filho, Ana Katarina Pessoa-de-Oliveira","2024","https://doi.org/10.1108/ijpsm-01-2024-0003","article","International Journal of Public Sector Management","Purpose This article aims to investigate teleworking in public institutions, specifically focussing on the perspectives of technical-administrative employees at a Brazilian federal educational institution. Design/methodology/approach The research methodology involved the use of guided semi-structured interviews with public servants. The analysis applied a prior set of categories derived from the advantages and disadvantages of teleworking, as well as the favourable and unfavourable aspects of the interaction between teleworking and family relationships. Findings The findings reveal a range of benefits associated with teleworking, primarily an improved quality of life for workers. However, the study also identified significant challenges, including excessive workload, social isolation and difficulties in separating personal and professional life, corroborating with previous studies. Research limitations/implications It is crucial to note that the majority of participants in the study have children or dependants, which could potentially influence their teleworking strategies and experiences. This demographic factor may play a significant role in how participants navigate their work-from-home routines and manage their responsibilities, especially during the COVID-19 pandemic. Practical implications Working from home presents two sides of the same coin according to the vision of those involved in this type of work. Public organisations should know in depth the challenges faced by their workers to prioritise planning that monitors their workforce and achieve success with teleworking. Originality/value The insights from this study provide valuable guidance for the development of evidence-based teleworking policies and practices in public educational institutions.","https://openalex.org/W4402362713","yes"
"Code green: ethical leadership’s role in reconciling AI-induced job insecurity with pro-environmental behavior in the digital workplace","Byung‐Jik Kim, Min‐Jik Kim, Julak Lee","2024","https://doi.org/10.1057/s41599-024-04139-2","article","Humanities and Social Sciences Communications","Abstract The current research investigates the complex interplay between artificial intelligence (AI)-induced job insecurity, psychological contract breach (PCB), pro-environmental behavior at work (PEBW), and ethical leadership in the context of organizational sustainability. As AI technologies increasingly permeate the workplace, understanding their impact on employee attitudes and behaviors becomes crucial for maintaining organizational effectiveness and environmental responsibility. Drawing on several theories, we developed and tested a moderated mediation model using a three-wave time-lagged design with 391 employees from various South Korean corporations. Our findings reveal that AI-induced job insecurity does not directly affect PEBW, but rather operates through the mediating mechanism of PCB. Specifically, AI-induced job insecurity positively influences PCB, which in turn negatively affects PEBW. Moreover, ethical leadership emerges as a significant moderator, mitigating the positive association between AI-induced job insecurity and PCB. This study uniquely contributes to the literature by integrating AI-induced job insecurity into the organizational sustainability framework, offering novel insights into how technological advancements influence employee pro-environmental behaviors. Our findings extend the understanding of the Context-Attitudes-Behavior framework in the digital age, bridging the gap between technological disruption literature and environmental sustainability research. These results provide practical implications for organizations striving to balance technological innovation with employee well-being and environmental responsibility, offering strategies for maintaining pro-environmental behaviors amidst AI-induced uncertainties. This paper contributes to the growing literature on AI at work and offers insights for organizations navigating the challenges of technological advancement while promoting environmental sustainability.","https://openalex.org/W4404853280","yes"
"Balanced life: the impact of hybrid work on employee well-being through the lens of work–family conflict","Ana Junça Silva, Mariana Lopes Galante","2025","https://doi.org/10.1108/er-04-2024-0199","article","Employee Relations","Purpose Hybrid work is a working model that combines remote or home-based work with in-person work, typically from a traditional location such as an office. Although teleworking has been a model frequently used since the 1990s, it only became more common with the emergence of the COVID-19 pandemic in 2020 and the subsequent mandatory lockdowns. Thus, the post-pandemic era allowed many organizations to adopt a work regime that combines remote and in-person work, namely the hybrid model. In Portugal, this working model is relatively recent and lacks study. Therefore, this study was based on the e-work life model and aimed to test the mediating role of work–family conflict in the relationship between hybrid work and employees’ harmony and mental health. Design/methodology/approach For this purpose, a two-wave survey was conducted with 376 hybrid workers. Findings The results showed that individuals working in a hybrid model tended to experience less work–family conflict, consequently increasing their harmony and mental health. Originality/value The results demonstrate the importance of organizations adopting this working model and using it as a strategy to improve workers’ mental health and well-being.","https://openalex.org/W4410737321","yes"
"A Participatory Approach to Identify Key Areas for Sustainable Work Environment and Health in Employees with Flexible Work Arrangements","Sofie Bjärntoft, David Hallman, Camilla Zetterberg et al.","2021","https://doi.org/10.3390/su132413593","article","Sustainability","Flexible work arrangements are common worldwide, but knowledge on how to achieve a sustainable work environment is sparse. The aim of this study was to use a participatory approach to identify concrete suggestions and key areas for improvement that were considered relevant, effective, and feasible for promoting good work environment and health at organizational, work group and individual level (O-G-I), among office employees with flexible work arrangements. Eight focus group interviews (including 45 employees) were conducted in a large Swedish government agency in 2017. By using a Tree diagram approach, employees made a total of 279 suggestions for improvements, which were sorted into O-G-I levels and mapped into 18 key areas. We found that 13 key areas addressed organizational level (e.g., improving leadership, policy, job demands, and work efficiency), two key areas addressed group level (create common rules of availability and activity-based working), and three key areas addressed individual level (e.g., individuals’ responsibility to clearly communicate their availability). The participatory process was effective in obtaining concrete suggestions and key areas in need of improvement, which may provide an action plan that can guide organizations in developing interventions to promote good work environment and health in flexible work.","https://openalex.org/W4200627229","yes"
"Impact of Hybrid Work Model on Productivity","L. F., Akshit Porwal","2024","https://doi.org/10.34293/management.v11is1-mar.8095","article","Shanlax International Journal of Management","The impact of a hybrid work model on productivity is a topic of growing interest in today’s workforce. Hybrid work models combine remote work with in-person office work, offering employees flexibility in where and how they work. Research suggests that hybrid work models can have both positive and negative effects on productivity. Factors such as communication, collaboration, work-life balance, and technology infrastructure play a crucial role in determining the overall impact on productivity. Organizations implementing hybrid work models should carefully consider these factors to optimize productivity and employee satisfaction. Organizations has become more hybrid enabling the workers to work partially from the office and partially from home. As remote work was found to have an impact on team collaboration, communication, productivity, and performance. The empirical findings indicate the hybrid work to impact job satisfaction, and collaboration and communication positively. While the performance was high, there was a low impact of hybrid work. The empirical findings imply that investments in the tools and resources are crucial for the job satisfaction. Furthermore, meetings that involve high participation in collaboration and communication should require physical presence. By allowing for continuous meetings regarding the well-being of workers, a sustainable work-life balance can potentially be achieved.","https://openalex.org/W4403763541","yes"
